,district,land_shift_area,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,number_of_building,number_of_carpark,Address,Agriculture,Other_x,Others,Quotient,work,Ground floor,Lifting machinery,Lifting plane,Not Applicable_x,Other_y,Ramp machinery,Ramp plane,Tower parking,Brickwork,Civil engineering,Earthen masonry,Earthwork,Not Applicable_y,Prestressed concrete construction,Reinforced concrete construction,See license,See other registration items,Steel reinforced concrete construction,Stone building,Strengthen brickwork,Wall type reinforced concrete construction,Wooden,Building,Garage,Land,Premises (land + building),Premises (land + building) + parking space
4344,Beitou,31.8,68.0,106.57,3,2,2,1,0,8000000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4345,shihlin,26.33,101.0,202.76,2,1,1,1,1,21500000.0,81.14,3200000,2019,12,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4346,Daan District,16.13,76.0,89.51,3,2,1,1,1,19360000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4347,Songshan District,9.54,87.0,41.49,2,1,1,1,1,10500000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4348,Xinyi District,20.91,86.0,186.63,4,2,2,1,1,42500000.0,34.65,2800000,2019,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4349,Songshan District,44.75,63.82352941176471,125.1,6,2,3,1,0,20600000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4350,Songshan District,57.35,63.82352941176471,100.49,3,2,2,1,0,22500000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4351,Neihu District,25.88,73.0,83.68,3,1,1,1,0,4150000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4352,Neihu District,36.63,88.0,143.22,3,2,2,1,1,22580000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4353,Neihu District,0.0,96.0,5.869999999999999,0,0,0,1,1,850000.0,5.87,850000,2019,12,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4354,Neihu District,24.17,73.0,83.76,3,2,1,1,0,8980000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4355,Zhongshan Area,30.06,68.0,150.36,4,2,2,1,0,29500000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4356,Wenshan District,16.56,84.0,80.42,1,1,1,1,0,12580000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4357,Zhongzheng District,57.68,72.0,292.01,5,2,4,1,1,32000000.0,0.0,0,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4358,Datong District,24.81,67.0,98.29,7,4,5,1,0,20500000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4359,Wanhua District,0.47,99.0,29.32,0,0,0,1,1,2700000.0,29.32,2700000,2019,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4360,Beitou,24.5,64.0,62.79,2,1,1,1,0,8000000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4361,Daan District,37.0,58.92857142857143,90.43,3,2,2,1,0,17500000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4362,Daan District,37.84,103.0,604.55,1,2,5,1,1,273760000.0,92.07,10000000,2019,11,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4363,Daan District,15.19,76.375,124.47,3,1,2,1,1,16000000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4364,Daan District,55.0,0.0,0.0,0,0,0,1,0,5486164.0,0.0,0,2020,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4365,Daan District,24.93,74.0,129.09,3,2,2,1,1,25700000.0,0.0,0,2019,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4366,Daan District,13.92,96.0,70.86,1,2,1,1,1,23000000.0,0.0,0,2019,10,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4367,Daan District,30.02,69.0,114.48,4,2,1,1,0,18200000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4368,Daan District,34.35,108.0,165.12,3,2,2,1,0,46280000.0,26.06,4000000,2019,12,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4369,Daan District,7.17,98.0,44.4,1,1,1,1,1,13680000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4370,Daan District,11.94,97.0,61.69,2,2,1,1,1,15300000.0,0.0,1800000,2019,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4371,Beitou,11.76,0.0,0.0,0,0,0,1,0,1450000.0,0.0,0,2019,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4372,Beitou,33.4,107.0,152.53,3,2,2,1,1,29700000.0,20.44,2000000,2019,11,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4373,Beitou,21.81,107.0,105.54,2,1,1,1,1,20710000.0,20.44,2000000,2019,12,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4374,Beitou,12.03,74.0,103.68,3,2,2,1,1,17000000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4375,shihlin,24.0,65.0,80.07,3,1,1,1,0,9500000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4376,shihlin,0.15,85.0,51.68,0,0,0,1,1,2800000.0,51.68,2800000,2019,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4377,shihlin,27.01,73.0,112.4,3,2,2,1,0,22800000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4378,Zhongshan Area,11.19,96.0,38.12000000000001,0,0,0,0,1,7500000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4379,Zhongshan Area,50.04,103.0,313.12,4,2,3,1,1,61800000.0,0.0,0,2019,12,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4380,Neihu District,20.16,107.0,279.44,0,0,0,0,1,66500000.0,29.1,2050000,2019,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4381,Neihu District,23.43,73.0,80.58,3,2,2,1,0,12000000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4382,Neihu District,61.72,103.0,363.03,4,2,2,1,1,69600000.0,86.66,0,2019,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4383,Neihu District,123.63,88.0,614.13,0,0,0,0,1,59400000.0,0.0,0,2019,12,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4384,Neihu District,0.41,0.0,29.1,0,0,0,1,1,2550000.0,29.1,2550000,2019,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4385,Neihu District,0.83,0.0,58.2,0,0,0,1,1,6000000.0,58.2,6000000,2019,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4386,Neihu District,1.66,0.0,116.41,0,0,0,1,1,9200000.0,116.4,9200000,2019,10,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4387,Songshan District,0.06,103.0,10.11,0,0,0,1,1,1500000.0,9.69,1500000,2019,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4388,Songshan District,0.06,103.0,10.11,0,0,0,1,1,1500000.0,9.69,1500000,2019,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4389,Songshan District,29.15,67.0,102.24,3,2,2,1,0,25000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4390,Xinyi District,62.75,107.0,525.6,3,2,5,1,1,320000000.0,66.14,8800000,2019,10,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4391,Songshan District,8.04,107.0,88.07,2,1,1,1,1,32000000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4392,Nangang District,29.17,71.0,135.94,3,2,1,1,0,16500000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4393,Songshan District,30.86,74.39024390243901,134.0,0,0,0,0,1,50500000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4394,Songshan District,29.64,67.0,140.67,3,2,2,1,1,27690000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4395,Xinyi District,14.24,77.2,117.7,3,1,2,1,1,14000000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4396,Xinyi District,17.33,77.2,161.66,2,3,2,1,1,35200000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4397,Xinyi District,33.39,87.0,254.83,3,2,2,1,1,60000000.0,0.0,2250000,2019,11,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4398,Songshan District,117.67,80.0,359.22,3,3,4,1,0,87480000.0,0.0,0,2019,9,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4399,Songshan District,58.83,80.0,199.93,2,2,2,1,0,48600000.0,0.0,0,2019,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4400,Songshan District,58.83,80.0,180.3,3,1,2,1,0,43600000.0,0.0,0,2019,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4401,Songshan District,58.83,80.0,312.0200000000001,0,0,0,0,0,25000000.0,0.0,0,2019,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4402,Songshan District,58.83,80.0,198.8,2,2,2,1,0,48000000.0,0.0,0,2019,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4403,Nangang District,51.87,101.0,319.9600000000001,0,0,0,0,1,51626000.0,48.21,2300000,2019,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4404,Songshan District,11.55,84.0,137.31,0,0,0,0,1,23500000.0,0.0,0,2019,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4405,Nangang District,31.5,64.0,80.91,2,1,1,1,0,9500000.0,0.0,0,2019,12,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4406,Songshan District,3.49,97.0,35.0,0,0,0,0,1,7400000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4407,Songshan District,19.31,82.0,102.71,3,2,2,1,1,21750000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4408,Xinyi District,18.33,73.25,70.53,2,2,1,1,0,17800000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4409,Xinyi District,26.0,61.0,73.75,2,2,1,1,0,14600000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4410,Songshan District,37.25,63.82352941176471,65.95,4,1,2,1,0,21300000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4411,Songshan District,4.31,66.0,26.87,0,0,0,1,0,2000000.0,19.13,2000000,2019,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4412,Songshan District,20.4,68.0,76.14,2,1,1,1,0,10130000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4413,Songshan District,20.4,68.0,77.31,2,1,1,1,0,10060000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4414,Nangang District,37.61,0.0,127.53,0,0,2,1,0,29500000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4415,Songshan District,7.64,95.0,80.83,0,2,1,1,1,14850000.0,16.81,0,2019,12,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4416,Datong District,8.53,108.0,90.12,2,2,1,1,1,21980000.0,0.0,0,2019,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4417,Wanhua District,16.62,72.0,56.39,3,2,2,1,0,3400000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4418,Datong District,12.0,33.0,17.46,0,0,0,0,0,2553800.0,0.0,0,2020,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4419,Datong District,6.68,108.0,70.64,2,1,1,1,1,16530000.0,0.0,0,2019,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4420,Datong District,10.82,106.0,126.17,2,1,1,1,1,27360000.0,35.84,3000000,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4421,Datong District,7.28,84.0,61.51000000000001,1,1,1,1,1,8800000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4422,Wanhua District,22.75,60.0,68.36,1,1,1,1,0,11000000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4423,Zhongzheng District,9.49,104.0,42.25,1,1,1,1,1,10050000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4424,Wanhua District,1.77,66.0,21.92,1,0,1,1,1,2900000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4425,Datong District,9.65,108.0,121.68,3,2,2,1,1,24790000.0,19.67,0,2019,12,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4426,Wanhua District,11.53,64.0,31.37,1,1,1,1,0,4700000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4427,Zhongshan Area,3.81,70.0,39.51,1,1,1,1,0,5300000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4428,Neihu District,2.14,86.0,37.8,0,0,0,1,1,1810000.0,37.8,1810000,2019,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4429,Neihu District,26.95,97.0,219.89,3,2,2,1,1,41560000.0,35.44,0,2019,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4430,Neihu District,32.09,106.0,282.65,3,2,2,1,1,51500000.0,43.91,3700000,2019,11,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4431,Neihu District,43.49,102.0,273.64,3,2,2,1,1,37650000.0,30.02,0,2019,12,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4432,Zhongshan Area,8.89,71.0,102.53,2,1,1,1,1,15360000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4433,Zhongshan Area,102.0,0.0,0.0,0,0,0,1,0,350000.0,0.0,0,2019,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4434,Zhongshan Area,46.89,64.0,119.67,4,2,2,1,0,22100000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4435,Neihu District,21.27,87.0,131.04,3,2,1,1,1,20900000.0,0.0,0,2019,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4436,Neihu District,24.02,96.0,139.3,3,2,2,1,1,21680000.0,0.0,0,2019,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4437,Neihu District,41.19,83.0,120.1,3,2,2,1,1,19200000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4438,Zhongshan Area,22.94,100.0,325.0,0,0,2,1,1,65000000.0,88.6,4000000,2019,11,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4439,Neihu District,99.77,85.0,196.59,3,2,2,1,1,26580000.0,0.0,0,2019,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4440,Zhongshan Area,6.16,98.0,66.63,1,1,1,1,1,17330000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4441,Zhongshan Area,0.25,96.0,6.65,0,0,0,1,1,608000.0,6.65,608000,2019,12,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4442,Zhongshan Area,5.84,71.0,69.21000000000001,0,0,0,0,1,10080000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4443,Zhongshan Area,6.06,81.0,35.32,1,0,1,1,1,4900000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4444,Wenshan District,48.79,108.0,221.68,4,2,2,1,1,46000000.0,31.7,2700000,2019,5,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4445,Wenshan District,75.19,78.66666666666667,62.94,2,2,1,1,1,11980000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4446,Wenshan District,0.03,83.0,38.79,0,0,0,1,1,1750000.0,0.0,1750000,2019,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4447,Wenshan District,33.02,96.0,225.24,2,2,1,1,1,37500000.0,39.36,0,2019,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4448,Wenshan District,47.22,89.0,162.79,3,2,2,1,1,22700000.0,15.01,0,2019,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4449,Wenshan District,4.04,98.0,46.93000000000001,1,1,1,1,1,7800000.0,0.0,0,2019,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4450,Wenshan District,11.89,98.0,84.30000000000003,2,1,1,1,1,11800000.0,0.0,0,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4451,Wenshan District,0.38,0.0,43.92,0,0,0,1,1,1800000.0,43.92,1800000,2019,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4452,Wenshan District,57.22,89.0,194.25,4,2,3,1,1,26730000.0,15.01,0,2019,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4453,Wenshan District,24.99,85.0,137.38,3,2,2,1,1,16000000.0,0.0,0,2019,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4454,Wenshan District,44.74,99.0,118.01,2,2,1,1,1,13500000.0,36.88,2000000,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4455,Zhongzheng District,17.7,80.16666666666667,127.72,4,1,1,1,1,25000000.0,0.0,0,2019,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4456,Wenshan District,35.61,99.0,180.18,3,2,2,1,1,24500000.0,0.0,0,2020,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4457,Wenshan District,46.13,82.0,164.65,0,0,0,0,1,28580000.0,0.0,0,2019,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
