,district,land_shift_area,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,number_of_building,number_of_carpark,Address,Agriculture,Other_x,Others,Quotient,work,Ground floor,Lifting machinery,Lifting plane,Not Applicable_x,Other_y,Ramp machinery,Ramp plane,Tower parking,Brickwork,Civil engineering,Earthen masonry,Earthwork,Not Applicable_y,Prestressed concrete construction,Reinforced concrete construction,See license,See other registration items,Steel reinforced concrete construction,Stone building,Strengthen brickwork,Wall type reinforced concrete construction,Wooden,Building,Garage,Land,Premises (land + building),Premises (land + building) + parking space
107,Daan District,15.81,101.0,78.31,2,1,1,1,1,25100000.0,0.0,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
108,Daan District,19.58,76.0,107.72,3,2,2,1,1,23580000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
109,Daan District,28.87,77.0,94.15,2,2,1,1,1,22000000.0,0.0,0,2019,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
110,Beitou,41.0,66.0,108.83,4,2,1,1,0,9500000.0,0.0,0,2019,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
111,shihlin,2.67,0.0,0.0,0,0,0,1,0,129133.0,0.0,0,2019,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
112,shihlin,64.19,0.0,0.0,0,0,0,1,0,3102643.0,0.0,0,2019,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
113,Beitou,49.0,46.0,39.0,0,0,0,0,0,7330000.0,0.0,0,2019,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114,shihlin,25.19,72.0,101.9,4,2,2,1,0,13500000.0,0.0,0,2019,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
115,shihlin,26.0,59.0,77.0,0,0,0,0,0,6700000.0,0.0,0,2019,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116,shihlin,16.07,107.0,141.60000000000005,3,2,2,1,1,29000000.0,37.8,2000000,2019,9,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
117,shihlin,26.88,73.0,125.45,3,2,2,1,1,20300000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
118,shihlin,13.11,108.0,61.05,1,1,1,1,1,16400000.0,8.48,1900000,2019,10,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
119,shihlin,16.15,0.0,0.0,0,0,0,1,0,879300.0,0.0,0,2019,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120,Beitou,26.7,102.0,133.17,0,0,0,0,1,15120000.0,27.52,2150000,2019,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
121,Beitou,672.0,0.0,0.0,0,0,0,1,0,12196000.0,0.0,0,2019,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
122,shihlin,31.88,97.0,179.38,3,2,2,1,1,44500000.0,0.0,0,2019,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
123,shihlin,66.17,0.0,0.0,0,0,0,1,0,3201600.0,0.0,0,2019,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124,shihlin,25.75,65.0,78.67,3,2,1,1,0,8500000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
125,Songshan District,3.64,98.0,45.22,1,1,1,1,1,10400000.0,0.0,0,2019,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
126,Nangang District,9414.0,0.0,0.0,0,0,0,1,0,63000000.0,0.0,0,2019,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127,Songshan District,4.03,69.0,95.52,2,2,2,1,0,2010000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
128,Nangang District,112.21,103.0,674.0799999999998,4,2,6,1,1,135880000.0,0.0,0,2019,10,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
129,Nangang District,2.62,0.0,0.0,0,0,0,1,0,91854.0,0.0,0,2019,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130,Songshan District,31.67,76.0,141.97,4,2,2,1,0,29000000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
131,Nangang District,3.07,0.0,0.0,0,0,0,1,0,65458.0,0.0,0,2019,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
132,Nangang District,3.07,0.0,0.0,0,0,0,1,0,65458.0,0.0,0,2019,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,Nangang District,47.47,103.0,287.86,3,2,2,1,1,59500000.0,45.17,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
134,Songshan District,41.0,61.0,118.42,3,2,1,1,0,18000000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
135,Nangang District,30.25,97.0,149.51999999999995,2,2,2,1,1,18400000.0,0.0,0,2019,11,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
136,Xinyi District,31.25,66.0,88.49,3,2,2,1,0,19500000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
137,Xinyi District,1.87,0.0,0.0,0,0,0,1,0,8357.0,0.0,0,2019,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
138,Xinyi District,18.25,62.325,45.84,1,1,1,1,0,7000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
139,Neihu District,17.93,92.0,70.47,0,1,2,1,1,15100000.0,13.81,0,2019,10,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
140,Zhongshan Area,19.25,0.0,0.0,0,0,0,1,0,1056440.0,0.0,0,2019,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
141,Neihu District,27.47,104.0,149.15,2,1,1,1,1,25400000.0,47.15,2600000,2019,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
142,Zhongshan Area,4.96,95.0,41.86,0,0,1,1,1,8150000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
143,Neihu District,14.35,70.0,53.47,3,2,2,1,0,5595000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
144,Zhongshan Area,5.73,97.0,75.97,1,1,1,1,1,9850000.0,39.12,0,2019,10,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
145,Zhongshan Area,7.8,108.0,120.81,2,2,1,1,1,35880000.0,29.77,3800000,2019,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
146,Zhongshan Area,20.16,108.0,263.58,3,2,3,1,1,86360000.0,29.77,4000000,2019,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
147,Zhongshan Area,7.67,108.0,91.03,2,2,1,1,1,30580000.0,0.0,0,2019,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
148,Zhongshan Area,18.85,108.0,252.05,3,2,2,1,1,75500000.0,29.77,4000000,2019,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
149,Zhongshan Area,7.8,108.0,120.81,2,2,1,1,1,34800000.0,29.77,2800000,2019,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
150,Zhongshan Area,1.44,0.0,0.0,0,0,0,1,0,1276000.0,0.0,0,2019,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
151,Zhongshan Area,15.5,0.0,0.0,0,0,0,1,0,13601000.0,0.0,0,2019,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,Zhongzheng District,3.09,64.0,24.83,0,1,1,1,1,4980000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
153,Wanhua District,0.4,92.0,34.18,1,1,1,1,1,4900000.0,0.0,0,2019,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
154,Wanhua District,3.66,100.0,33.71,0,0,0,1,1,2200000.0,33.71,2200000,2019,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
155,Wanhua District,9.68,108.0,124.8,2,2,1,1,0,16000000.0,37.74,1950000,2019,9,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
156,Wanhua District,15.6,108.0,188.49,3,2,2,1,0,24650000.0,43.59,2050000,2019,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
157,Zhongzheng District,45.25,61.72727272727273,137.31,3,2,2,1,0,30880000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
158,Wenshan District,18.22,83.0,76.9,3,1,1,1,1,12900000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
159,Wenshan District,45.35,100.0,149.9,4,2,2,1,1,25500000.0,0.0,0,2019,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
160,Wenshan District,149.94,107.0,231.08,4,2,2,1,1,36300000.0,35.02,2500000,2019,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
161,Zhongzheng District,9.69,99.0,81.34,1,1,1,1,1,14400000.0,0.0,0,2019,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
162,Wenshan District,64.46,85.0,171.32,3,2,2,1,1,19500000.0,0.0,0,2019,9,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163,Zhongzheng District,8.24,108.0,95.77,2,1,1,1,1,28580000.0,13.93,2300000,2019,10,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
164,Zhongzheng District,8.24,108.0,95.77,2,1,1,1,1,28620000.0,13.93,2300000,2019,10,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
165,Zhongzheng District,5.72,108.0,57.86,1,1,1,1,1,17300000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
166,Zhongzheng District,5.94,108.0,60.65,2,1,1,1,1,18280000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
167,Zhongzheng District,6.89,108.0,69.9,2,1,1,1,1,19800000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
168,Zhongzheng District,5.72,108.0,57.61,1,1,1,1,1,16350000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
169,Wenshan District,34.49,108.0,301.3,4,2,2,1,1,46750000.0,93.4,4550000,2018,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
170,Wenshan District,15.29,108.0,137.97,1,1,1,1,1,20000000.0,46.7,2700000,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
171,Wenshan District,10.5,83.0,72.16,1,1,1,1,1,8460000.0,0.0,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
172,Zhongzheng District,19.6,70.0,59.41,2,1,2,1,0,6550000.0,0.0,0,2019,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
173,Zhongzheng District,19.6,70.0,63.97,4,0,4,1,0,6500000.0,0.0,0,2019,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
174,Wenshan District,39.24,103.0,199.2,3,2,2,1,1,23700000.0,41.96,0,2019,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
175,Wenshan District,29.82,71.0,110.74,3,2,2,1,0,11800000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
176,Zhongzheng District,24.85,108.0,97.74,2,2,1,1,0,21300000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
177,Wenshan District,33.74,99.0,164.55,3,2,2,1,1,18500000.0,6.81,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
178,Wenshan District,16.96,62.0625,48.73,1,1,1,1,0,8600000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
179,Wenshan District,35.61,99.0,180.18,3,2,2,1,1,20578000.0,0.0,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
180,Wenshan District,35.52,99.0,179.66000000000003,3,2,2,1,1,24860000.0,0.0,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
181,Wenshan District,35.8,99.0,181.06,3,2,2,1,1,24238000.0,0.0,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
182,Wenshan District,20.75,58.0,46.32,3,2,2,1,0,6000000.0,0.0,0,2019,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
183,Wenshan District,37.67,81.0,129.16,4,2,2,1,1,15800000.0,0.0,0,2019,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
184,Datong District,10.0,0.0,0.0,0,0,0,1,0,909000.0,0.0,0,2019,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
185,Zhongzheng District,6.35,75.0,60.47,0,1,1,1,1,9800000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
186,Wanhua District,5.57,84.0,53.36,2,1,1,1,1,7200000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
187,Datong District,10.18,67.8,36.61,2,0,1,1,0,4900000.0,0.0,0,2019,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
188,Wanhua District,18.87,0.0,0.0,0,0,0,1,0,444640.0,0.0,0,2019,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
189,Wanhua District,48.62,73.0,216.46,4,3,1,1,0,22400000.0,0.0,0,2019,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
190,Datong District,7.39,100.0,40.6,1,1,1,1,1,12160000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
191,Wanhua District,37.05,86.0,210.88,3,2,2,1,1,21580000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
192,Datong District,15.0,0.0,0.0,0,0,0,1,0,7000000.0,0.0,0,2019,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
193,Wanhua District,48.01,102.0,185.47,3,2,2,1,1,25850000.0,0.0,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
194,Wanhua District,45.33,0.0,99.24,6,2,3,1,0,15000000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
195,Wanhua District,12.8,65.0,52.98,2,1,1,1,0,7200000.0,0.0,0,2019,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
196,Zhongzheng District,23.17,100.0,94.98,1,1,1,1,1,22800000.0,0.0,0,2019,8,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
197,Datong District,43.0,58.0,130.7,0,0,0,0,0,19550000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
198,Zhongshan Area,6.0,67.0,27.56,1,0,1,1,0,5500000.0,0.0,0,2019,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
199,Zhongshan Area,30.25,75.0,113.94,3,2,1,1,0,13000000.0,0.0,0,2019,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
200,Zhongshan Area,7.87,67.0,70.03999999999999,2,1,1,1,1,11280000.0,0.0,0,2019,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
201,Neihu District,37.28,87.0,83.15,2,1,1,1,1,12680000.0,0.0,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
202,Zhongshan Area,25.33,57.0,58.78,2,1,1,1,0,8300000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
203,Neihu District,6.02,95.0,156.74,0,0,0,1,1,10000000.0,156.7,10000000,2019,10,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
204,Neihu District,49.97,107.0,111.72,0,0,0,0,0,18500000.0,32.05,0,2019,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
205,Zhongshan Area,5.91,67.0,36.13,1,1,1,1,1,6460000.0,0.0,0,2019,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
206,Neihu District,15.57,107.0,204.41,3,2,2,1,1,37000000.0,41.04,2000000,2019,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
207,Zhongshan Area,20.0,98.0,125.97,1,1,1,1,1,20500000.0,52.51,0,2019,9,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
208,Neihu District,9.54,107.0,136.0,1,1,1,1,1,20850000.0,41.04,2200000,2019,10,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
209,Xinyi District,0.45,94.0,38.68,0,0,0,1,1,2900000.0,0.0,2900000,2019,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
210,Nangang District,30.2,75.71428571428571,120.58,3,2,2,1,0,10000000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
211,Xinyi District,24.75,67.0,82.58,3,2,2,1,0,11000000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
212,Songshan District,33.0,72.0,255.97,4,3,2,1,1,69800000.0,0.0,0,2019,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
213,Xinyi District,25.99,76.0,108.39,3,2,2,1,0,12800000.0,0.0,0,2019,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
214,Nangang District,49.98,103.0,301.7999999999999,3,2,2,1,1,65000000.0,55.14,0,2019,9,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
215,Nangang District,34.78,101.0,316.4500000000001,4,2,2,1,1,46200000.0,71.84,0,2019,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
216,Songshan District,11.84,70.0,114.76,1,2,1,1,1,21000000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
217,Songshan District,57.96,98.0,211.53,4,2,2,1,1,48000000.0,0.0,0,2019,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
218,Songshan District,4.31,98.0,49.0,1,1,1,1,1,13500000.0,0.0,0,2019,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
219,Songshan District,12.87,76.0,131.32999999999998,0,0,0,0,1,27330000.0,0.0,0,2019,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
220,Xinyi District,7.76,85.0,32.84,1,1,1,1,1,10800000.0,0.0,0,2019,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
221,Songshan District,27.61,70.0,171.7,3,2,2,1,1,33000000.0,41.65,0,2019,9,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
