Index,land_shift_area,urban_land_use,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
1063,22.84,Quotient,80.0,177.48,5,2,2,1,0,35500000.0,200022.5377507325,0.0,0,2019,1,1939.0,2,1,0
1064,15.74,Address,107.0,141.69,0,0,0,0,1,30600000.0,215964.42938810078,39.92,3000000,2019,4,1912.0,2,1,1
1065,0.18,Quotient,97.0,46.69000000000001,0,0,0,1,1,3350000.0,71749.83936603126,46.69,3350000,2019,4,1922.0,0,0,1
1068,0.0,Others,108.0,153.77,3,1,2,1,1,13431000.0,87344.73564414385,15.3,600000,2019,4,1911.0,0,1,1
1084,5.32,Quotient,107.0,68.23,1,2,1,1,1,21600000.0,316576.28609116224,0.0,0,2019,4,1912.0,1,1,0
1251,6.71,Quotient,107.0,68.56,0,0,0,0,1,19000000.0,277129.52158693114,0.0,0,2019,4,1912.0,1,1,0
1261,21.71,Address,63.0,141.41,3,2,1,1,0,23700000.0,167597.7653631285,0.0,0,2019,3,1956.0,1,1,0
1263,10.96,Address,96.0,48.92,1,1,1,1,0,10600000.0,216680.29435813567,1.98,0,2019,4,1923.0,1,1,1
1267,9.0,Quotient,0.0,0.0,0,0,0,1,0,5700000.0,633333.3333333335,0.0,0,2019,4,2019.0,2,0,0
1268,10.66,Address,56.0,34.63,0,0,1,1,0,10100000.0,291654.63470978924,0.0,0,2019,3,1963.0,1,1,0
1270,12.03,Address,105.0,73.83,0,0,0,0,0,11300000.0,153054.31396451307,25.61,0,2019,4,1914.0,1,1,1
1272,3.37,Quotient,97.0,34.14,1,1,1,1,1,6300000.0,184534.27065026358,0.0,0,2019,4,1922.0,2,1,0
1273,5.16,Address,71.0,40.76000000000001,0,0,0,1,1,2280000.0,55937.19332679097,40.76,2280000,2019,4,1948.0,0,0,1
1274,5.16,Address,71.0,40.48,0,0,0,1,1,2280000.0,56324.110671936745,40.47,2280000,2019,4,1948.0,0,0,1
1275,29.3,Quotient,106.0,345.54,0,0,0,0,1,86000000.0,248885.80193320606,86.29,9600000,2019,3,1913.0,2,1,3
1278,38.75,Address,61.72727272727273,81.67,3,2,1,1,0,20000000.0,244887.96375658136,0.0,0,2019,4,1957.2727272727273,2,1,0
1287,17.78,Address,80.0,72.07,2,1,1,1,0,16580000.0,230054.1140557791,0.0,0,2019,4,1939.0,2,2,0
1288,53.75,Address,60.0,126.82,5,2,2,1,0,25660000.0,202334.01671660625,0.0,0,2019,4,1959.0,1,1,0
1348,12.36,Quotient,72.0,107.18,3,2,2,1,1,20200000.0,188467.99776077626,0.0,0,2019,4,1947.0,2,1,0
1350,74.4,Address,97.0,337.02,6,2,3,1,1,94500000.0,280398.78938935377,67.39,7000000,2019,3,1922.0,1,1,2
1374,8.63,Address,81.0,43.43,1,1,1,1,1,9080000.0,209072.06999769746,0.0,0,2019,4,1938.0,1,1,0
1437,16.72,Address,73.0,111.19,2,2,3,1,0,21500000.0,193362.7124741433,0.0,0,2019,4,1946.0,1,1,0
1450,3.23,Quotient,91.0,39.78,0,0,0,0,1,8500000.0,213675.21367521366,0.0,0,2019,4,1928.0,1,1,0
1616,60.33,Address,103.0,302.2,4,2,3,1,1,77500000.0,256452.6803441429,0.0,0,2019,4,1916.0,1,1,1
1620,0.17,Address,81.0,25.56,0,0,0,1,0,1500000.0,58685.44600938968,25.55,1500000,2019,4,1938.0,0,0,1
1622,5.32,Quotient,97.0,48.34,1,1,1,1,1,13850000.0,286512.20521307405,0.0,0,2019,4,1922.0,2,1,0
1623,28.25,Address,66.0,110.05,3,2,2,1,0,18000000.0,163562.0172648796,0.0,0,2019,3,1953.0,2,1,0
1628,5.72,Quotient,108.0,57.61,1,1,1,1,1,17680000.0,306891.16472834576,0.0,0,2019,4,1911.0,2,1,0
1630,6.39,Quotient,108.0,62.85,2,1,1,1,1,18850000.0,299920.445505171,0.0,0,2019,4,1911.0,2,1,0
1631,6.05,Quotient,108.0,74.59,2,1,1,1,1,19950000.0,267462.12629038736,13.93,2300000,2019,4,1911.0,2,1,1
1632,6.89,Quotient,108.0,69.9,2,1,1,1,1,20600000.0,294706.7238912732,0.0,0,2019,4,1911.0,2,1,0
1633,5.94,Quotient,108.0,60.65,2,1,1,1,1,17800000.0,293487.22176422103,0.0,0,2019,4,1911.0,2,1,0
1634,7.62,Quotient,108.0,76.96000000000002,2,1,1,1,1,24700000.0,320945.9459459459,0.0,0,2019,4,1911.0,2,1,0
1637,15.88,Address,107.0,158.44,3,2,2,1,1,28500000.0,179878.81848018177,32.06,0,2019,4,1912.0,1,1,1
1639,4.91,Quotient,95.0,44.8,0,0,0,0,0,10500000.0,234375.00000000003,0.0,0,2019,4,1924.0,1,1,0
1640,8.33,Address,95.0,38.31,1,1,1,1,1,11000000.0,287131.29731140693,0.0,0,2019,4,1924.0,1,1,0
1645,13.85,Quotient,92.0,211.15,0,0,0,0,1,42000000.0,198910.72697134738,0.0,0,2019,4,1927.0,1,1,0
1653,10.26,Address,104.0,45.66,1,1,1,1,1,11500000.0,251861.5856329391,0.0,0,2019,4,1915.0,1,1,0
1678,0.86,Quotient,0.0,0.0,0,0,0,1,0,1923029.0,2236080.23255814,0.0,0,2019,4,2019.0,2,0,0
1718,54.75,Quotient,0.0,131.34,2,1,1,1,0,53800000.0,409623.8769605604,0.0,0,2019,4,2019.0,2,1,0
1719,3.6,Other,91.0,39.19,1,1,1,1,1,10550000.0,269201.3268690993,0.0,0,2019,3,1928.0,3,1,0
1788,10.42,Quotient,108.0,146.52,3,2,2,1,1,39840000.0,271908.27190827194,41.46,3650000,2019,4,1911.0,1,1,2
1808,4.54,Quotient,96.0,43.39,1,1,1,1,1,11160000.0,257202.12030421762,0.0,0,2019,4,1923.0,2,1,0
1821,5.01,Quotient,108.0,51.67,1,1,1,1,1,18000000.0,348364.6216373137,0.0,0,2016,3,1908.0,1,1,0
1823,13.69,Quotient,108.0,191.54,4,2,2,1,1,23090695.0,120552.86102119662,27.86,0,2019,4,1911.0,1,2,2
1824,22.51,Quotient,0.0,0.0,0,0,0,1,0,23090695.0,1025797.2012438916,0.0,0,2019,4,2019.0,1,0,0
1825,13.79,Other,91.0,143.02,0,0,0,0,1,31000000.0,216752.90169207106,0.0,0,2019,4,1928.0,3,1,1
1831,21.12,Address,107.0,201.96,4,2,2,1,1,32500000.0,160922.95504060213,27.49,0,2019,4,1912.0,1,1,1
1832,17.18,Address,107.0,165.78,3,2,2,1,1,29500000.0,177946.67631801183,27.49,0,2019,4,1912.0,1,1,1
1833,12.98,Quotient,104.0,83.08,1,1,1,1,1,28680000.0,345209.43668753013,17.43,0,2019,4,1915.0,2,1,1
