Index,land_shift_area,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark,land,building,garage,Address,Agriculture,Other_x,Others,Quotient,work,For business,For commercial use,For work,Parking space,Resident,Residential business,See license_x,See other registration items_x,industrial use,Brickwork,Civil engineering,Earthen masonry,Earthwork,Not Applicable_x,Prestressed concrete construction,Reinforced concrete construction,See license_y,See other registration items_y,Steel reinforced concrete construction,Stone building,Strengthen brickwork,Wall type reinforced concrete construction,Wooden,Ground floor,Lifting machinery,Lifting plane,Not Applicable_y,Other_y,Ramp machinery,Ramp plane,Tower parking
679,151.75,100.0,725.87,0,0,0,0,1,78000000.0,107457.25818672763,147.0,0,2019,10,1919.0,1,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
680,68.43,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0,2019,9,2019.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
681,68.43,105.0,423.27,0,0,0,0,1,68380000.0,161551.7282113072,152.26,8400000,2019,9,1914.0,1,1,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
683,16.86,94.0,94.7,4,2,2,1,1,8000000.0,84477.29672650475,6.49,0,2019,8,1925.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
729,22.05,73.0,158.46999999999997,3,2,2,1,1,19000000.0,119896.51038051368,0.0,0,2019,9,1946.0,3,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
730,24.83,100.0,172.76,2,2,2,1,1,22500000.0,130238.48112989117,39.58,2500000,2019,9,1919.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
759,43.37,102.0,274.47,3,2,2,1,1,38500000.0,140270.33919918386,76.26,5000000,2019,10,1917.0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
760,19.55,93.0,156.42000000000004,3,2,2,1,1,32680000.0,208924.68993734816,26.12,2500000,2019,5,1926.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
813,33.87,108.0,217.28,4,2,2,1,0,36580000.0,168354.19734904275,38.92,0,2019,7,1911.0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
814,34.13,108.0,251.48,4,2,2,1,0,39680000.0,157785.90742802608,73.12,0,2019,7,1911.0,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
815,27.2,108.0,182.0,3,2,2,1,0,31200000.0,171428.57142857142,38.92,0,2019,9,1911.0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
816,33.87,108.0,217.28,4,2,2,1,0,39820000.0,183265.8321060383,38.92,0,2019,10,1911.0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
819,2.12,85.0,21.09,0,0,0,1,1,1030000.0,48838.311996206736,21.09,1030000,2019,10,1934.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
820,33.08,69.0,94.4,4,4,4,1,0,13600000.0,144067.7966101695,0.0,0,2019,10,1950.0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
825,31.81,74.0,111.37,3,2,2,1,0,11100000.0,99667.77408637873,0.0,0,2019,10,1945.0,7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
826,36.18,69.0,126.31,3,2,2,1,0,11300000.0,89462.43369487768,0.0,0,2019,10,1950.0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
827,26.62,74.0,87.75,2,2,2,1,0,11800000.0,134472.93447293446,0.0,0,2019,10,1945.0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
828,71.06,80.0,413.8,0,0,0,0,1,31000000.0,74915.41807636539,0.0,0,2019,10,1939.0,1,1,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
829,35.63,70.0,116.47,4,1,3,1,0,14800000.0,127071.34884519619,0.0,0,2019,10,1949.0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
831,80.64,91.0,243.47000000000003,4,2,3,1,1,49800000.0,204542.65412576497,0.0,0,2019,10,1928.0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
